iter	Logloss
0	0.5733119728
1	0.4823458842
2	0.4046420056
3	0.3359708972
4	0.2847960471
5	0.2479759474
6	0.217258716
7	0.192597889
8	0.1711046665
9	0.1557329922
10	0.1388418853
11	0.1287694993
12	0.1202377892
13	0.1131925644
14	0.1069972577
15	0.1023887375
16	0.0971579438
17	0.09373385073
18	0.09021646781
19	0.08786018192
20	0.08557597292
21	0.08374359234
22	0.0822103165
23	0.08090975447
24	0.07990487534
25	0.07874039582
26	0.07778201868
27	0.07700696135
28	0.07602945818
29	0.0753468307
30	0.07487480599
31	0.07432219652
32	0.0738349838
33	0.07325952978
34	0.07294940833
35	0.07259804994
36	0.07240317791
37	0.07187768869
38	0.07173945857
39	0.07123135037
40	0.07110951248
41	0.07078933679
42	0.07051185719
43	0.07026127356
44	0.07014517248
45	0.06987335912
46	0.06963022863
47	0.06951707241
48	0.06926807954
49	0.06911690872
50	0.06897832608
51	0.06888290874
52	0.06877517669
53	0.06867586945
54	0.06858155408
55	0.06847576898
56	0.06841627512
57	0.06829604646
58	0.06820868448
59	0.06811314432
60	0.06797799986
61	0.06786426805
62	0.06779908501
63	0.06772442208
64	0.06766977561
65	0.06758656607
66	0.06750879216
67	0.06745413598
68	0.06740530697
69	0.06730615772
70	0.06726420922
71	0.06721657207
72	0.06717256979
73	0.06709583919
74	0.0670177077
75	0.06693730677
76	0.06687954973
77	0.06682417068
78	0.0667441355
79	0.06663635251
80	0.06661455749
81	0.06652356464
82	0.06645929773
83	0.06641916015
84	0.06634456486
85	0.06626718137
86	0.06623577044
87	0.06621178654
88	0.0661558834
89	0.0660789751
90	0.06603094823
91	0.06599154989
92	0.06594125997
93	0.06588796638
94	0.06584460052
95	0.06580377653
96	0.06576122379
97	0.06571349895
98	0.06567446322
99	0.06563342352
100	0.06555963703
101	0.06550739912
102	0.06546369997
103	0.0654305469
104	0.06537818747
105	0.06532912135
106	0.06528780833
107	0.065260234
108	0.0652143525
109	0.06516862289
110	0.06511165781
111	0.06509588847
112	0.06505587264
113	0.06500809457
114	0.06497388193
115	0.0649189321
116	0.0648506486
117	0.06482926327
118	0.06478919645
119	0.06474854246
120	0.06472165218
121	0.06467265204
122	0.06462677968
123	0.06460870623
124	0.0645792059
125	0.06453130149
126	0.06449258861
127	0.06445546661
128	0.06443466314
129	0.06439032968
130	0.06434733386
131	0.06431669736
132	0.06429209794
133	0.0642747821
134	0.06422578683
135	0.06418719562
136	0.06413962122
137	0.06410117362
138	0.06407913793
139	0.0640524659
140	0.06401847362
141	0.0639871133
142	0.06396224629
143	0.06393559322
144	0.06388444732
145	0.06383834831
146	0.06378265488
147	0.0637527364
148	0.063720355
149	0.06368912721
150	0.06365028768
151	0.06358892833
152	0.06356750036
153	0.06352359608
154	0.06348700393
155	0.06346596961
156	0.06342070756
157	0.0633826182
158	0.06334488491
159	0.06329779116
160	0.06326438514
161	0.06322882646
162	0.0632004764
163	0.06318003897
164	0.06314949709
165	0.06311742762
166	0.06307812478
167	0.06304978691
168	0.06302560717
169	0.06300373492
170	0.06296204131
171	0.0629193599
172	0.0628884312
173	0.06285607519
174	0.06283172777
175	0.06279091758
176	0.06276253264
177	0.06273987399
178	0.06271429216
179	0.06268234466
180	0.06265009181
181	0.06261934812
182	0.06257568054
183	0.06254919171
184	0.06251505142
185	0.06247780129
186	0.06243609751
187	0.06239900113
188	0.06236645548
189	0.06234557222
190	0.06231762163
191	0.06228362954
192	0.0622564327
193	0.0622169849
194	0.06217489698
195	0.06212656283
196	0.06210023808
197	0.06206927837
198	0.06204621104
199	0.06201437214
200	0.06198639764
201	0.06195282387
202	0.06192085714
203	0.06187609113
204	0.0618596567
205	0.06183044864
206	0.06179489742
207	0.06177646171
208	0.06174360205
209	0.06172029161
210	0.06170277891
211	0.06167138656
212	0.06162989031
213	0.0616068179
214	0.06157065491
215	0.06155139327
216	0.06152005439
217	0.0614902843
218	0.06146155882
219	0.06143684417
220	0.06141353726
221	0.06139246253
222	0.06136572171
223	0.06133924287
224	0.06132271078
225	0.0613005946
226	0.06125879151
227	0.06124684126
228	0.06121906551
229	0.06120016868
230	0.06117265837
231	0.06114814414
232	0.06111836104
233	0.06108859723
234	0.06104818081
235	0.06103065765
236	0.0610040568
237	0.06097641869
238	0.06096504396
239	0.0609475115
240	0.06092676911
241	0.06088469994
242	0.06086414247
243	0.06081925529
244	0.06078860787
245	0.06077644086
246	0.0607509973
247	0.06072470342
248	0.06069094902
249	0.06067516317
250	0.0606587647
251	0.06062551465
252	0.06060586619
253	0.06057933608
254	0.06056181718
255	0.06053951824
256	0.06050785043
257	0.06048389873
258	0.06044189968
259	0.06041538038
260	0.06038830091
261	0.06035207427
262	0.06031210624
263	0.06026542761
264	0.06024310535
265	0.06022088305
266	0.06018614844
267	0.06016260321
268	0.06012851653
269	0.06009440881
270	0.06006886016
271	0.06004082863
272	0.06001278178
273	0.0599872488
274	0.05995910078
275	0.05993711659
276	0.05991049213
277	0.05987399538
278	0.05984761253
279	0.05982201251
280	0.05978149996
281	0.05974699351
282	0.05971983156
283	0.05968674369
284	0.05966363149
285	0.05962791896
286	0.05960454416
287	0.05958392482
288	0.05956476958
289	0.05954199543
290	0.05952228557
291	0.05948930718
292	0.05945886142
293	0.05942797422
294	0.0594004725
295	0.05937741546
296	0.05935095159
297	0.0593267688
298	0.05930592088
299	0.0592770386
