position_id,game_id,strategy,entry_time,entry_price,exit_time,exit_price,hold_minutes,size,pl_pct,pl_dollars,fees,is_winner
POS_0011,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 22:57:00,55.91109757705168,2025-04-26 23:02:00,55.92609208506338,5.0,100,-6.199042603052075,-3.46595275863545,3.4509582506237466,False
POS_0012,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 22:58:00,52.314031015439866,2025-04-26 23:03:00,58.59992911341098,5.0,100,-18.599940484211643,-9.730378633763836,3.4444805357927226,False
POS_0013,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 22:59:00,56.20905593743255,2025-04-26 23:04:00,57.692522222673425,5.0,100,-8.744244342167178,-4.91505719359453,3.4315909083536567,False
POS_0014,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-26 23:07:00,61.79214165260606,2025-04-26 23:10:00,60.370068205330384,3.0,100,-3.0834204127429428,-1.9053115091874897,3.3273849564631686,False
POS_0015,42400174,Demo: 50-90¢ Move>10% Hold 5min,2025-04-26 23:07:00,61.86690671758059,2025-04-26 23:12:00,57.91052167383168,5.0,100,0.9678274787834241,0.598764923486053,3.3576201202628564,True
POS_0016,42400174,Demo: 60-99¢ Move>12% Hold 7min,2025-04-26 23:07:00,61.794700817529616,2025-04-26 23:14:00,59.90380730502088,7.0,100,-2.335258868224645,-1.4430662309342477,3.3339597434429873,False
POS_0018,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-26 23:39:00,51.70249875970079,2025-04-26 23:42:00,54.20502839761916,3.0,100,-11.581883362453043,-5.988123101822276,3.4855934639039043,False
POS_0017,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:39:00,52.03120866816142,2025-04-26 23:44:00,54.78842639240543,5.0,100,-11.989495340866306,-6.238279339065639,3.4810616148216313,False
POS_0020,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-26 23:45:00,48.86679112264568,2025-04-26 23:48:00,50.40937895962322,3.0,100,-10.316968832431856,-5.041571609532932,3.498983772555393,False
POS_0022,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-26 23:46:00,59.435088799334906,2025-04-26 23:49:00,40.7190585276832,3.0,100,25.807381336844376,15.338640014336438,3.377390257315267,True
POS_0019,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:45:00,49.16791292401484,2025-04-26 23:50:00,28.87471413619085,5.0,100,34.791140849258475,17.106077838034764,3.187120949789227,True
POS_0026,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-26 23:47:00,42.81598430086279,2025-04-26 23:50:00,29.052091543021294,3.0,100,24.77390254188068,10.607190223042679,3.1567025347988134,True
POS_0021,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:46:00,59.89149763530621,2025-04-26 23:51:00,33.13544252941839,5.0,100,39.27708364554911,23.52363362279129,3.2324214830965277,True
POS_0023,42400174,Demo: 50-90¢ Move>10% Hold 5min,2025-04-26 23:46:00,59.96521325310782,2025-04-26 23:51:00,32.944033726458464,5.0,100,39.68021834377289,23.794327549142224,3.2268519775071294,True
POS_0028,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-26 23:48:00,49.969904816744744,2025-04-26 23:51:00,32.94320897809099,3.0,100,27.477239364347056,13.730350356633343,3.2963454820204086,True
POS_0025,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:47:00,43.249671504297716,2025-04-26 23:52:00,31.738948630557072,5.0,100,19.13551164258064,8.27604592608277,3.234676947657874,True
POS_0031,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-26 23:49:00,41.083474453443074,2025-04-26 23:52:00,32.00119622080155,3.0,100,14.275085703865443,5.864701188354664,3.217577044286857,True
POS_0024,42400174,Demo: 60-99¢ Move>12% Hold 7min,2025-04-26 23:46:00,60.59106360454241,2025-04-26 23:53:00,30.740225942289094,7.0,100,44.04777328875469,26.689014329773997,3.161823332479324,True
POS_0027,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:48:00,50.10465515080682,2025-04-26 23:53:00,30.76106878007547,5.0,100,32.138110762951655,16.102689569761257,3.2408968009700962,True
POS_0029,42400174,Demo: 50-90¢ Move>10% Hold 5min,2025-04-26 23:48:00,49.69968630552121,2025-04-26 23:53:00,30.74805521831013,5.0,100,31.612152010304207,15.711140383545708,3.2404907036653716,True
POS_0032,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-26 23:50:00,29.010073693422658,2025-04-26 23:53:00,30.762476002653774,3.0,100,-16.14935840428596,-4.684940774098302,2.9325384648671866,False
POS_0030,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:49:00,40.940743881649944,2025-04-26 23:54:00,33.02334975124053,5.0,100,11.422820959211013,4.67658787297001,3.240806257439403,True
POS_0034,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-26 23:51:00,32.82415199461879,2025-04-26 23:54:00,32.814800854823176,3.0,100,-9.375444896960508,-3.077410283150048,3.08676142294566,False
POS_0033,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:50:00,28.84698661357839,2025-04-26 23:55:00,40.9154995949718,5.0,100,-52.68324383034625,-15.197528295338845,3.1290153139454375,False
POS_0035,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:51:00,32.738876878307444,2025-04-26 23:56:00,40.265590858478646,5.0,100,-32.841140076999864,-10.751820415241468,3.2251064350702654,False
POS_0036,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-26 23:54:00,33.163105540102165,2025-04-26 23:57:00,32.79566010525792,3.0,100,-8.222768321473884,-2.726925336768472,3.0943707716127142,False
POS_0038,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-26 23:55:00,41.375895589735784,2025-04-26 23:58:00,24.771271794762857,3.0,100,32.87476520740319,13.602228527585932,3.0023952673869934,True
POS_0037,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:55:00,40.92330513753215,2025-04-27 00:00:00,11.022178035507183,5.0,100,67.25333378092373,27.5222869983304,2.3788401036945657,True
POS_0039,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-26 23:57:00,33.126151850642415,2025-04-27 00:00:00,10.958717700561987,3.0,100,60.17510929860768,19.933698082546822,2.233736067533607,True
POS_0041,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-26 23:58:00,24.926639360897155,2025-04-27 00:01:00,13.028828057053278,3.0,100,39.29406543751897,9.794689981845288,2.1031213219985903,True
POS_0040,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:57:00,33.03865052211784,2025-04-27 00:02:00,11.092655688065113,5.0,100,59.64838967355098,19.707023006315538,2.2389718277371866,True
POS_0043,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-26 23:59:00,13.042253633928308,2025-04-27 00:02:00,10.996007873439812,3.0,100,4.349526310392657,0.5672762532758542,1.4789695072126419,True
POS_0042,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-26 23:58:00,24.791339399771957,2025-04-27 00:03:00,11.060553380814014,5.0,100,47.34321038601107,11.73701596954409,1.9937700494138528,True
POS_0044,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:00:00,10.965166663786148,2025-04-27 00:03:00,11.048382339394037,3.0,100,-13.265215275176057,-1.454552963233073,1.3713372876251841,False
POS_0045,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:01:00,13.048533274363859,2025-04-27 00:04:00,3.9834248700707975,3.0,100,61.33381807686873,8.00316366019801,1.0619447440950505,True
POS_0046,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:02:00,10.925512797836866,2025-04-27 00:05:00,5.02746955030807,3.0,100,44.68974746986548,4.882584079141131,1.0154591683876653,True
POS_0047,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:04:00,4.008278210813576,2025-04-27 00:07:00,6.004830894174406,3.0,100,-66.38719118181764,-2.6609833189119483,0.6644306355511188,False
POS_0048,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:05:00,5.028587208296733,2025-04-27 00:08:00,4.025132490402181,3.0,100,7.929388297004433,0.3987362055993431,0.6047185122952083,True
POS_0049,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:07:00,6.014997942747462,2025-04-27 00:10:00,3.9757667876498353,3.0,100,22.8806141303833,1.3762684692305405,0.6629626858670858,True
POS_0050,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:08:00,3.9685066930563004,2025-04-27 00:11:00,4.956171116434559,3.0,100,-39.91861721081884,-1.58417299578687,0.5965085724086112,False
POS_0051,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:09:00,4.9610797953217896,2025-04-27 00:12:00,2.990215504413278,3.0,100,28.980812046839254,1.4377612109759255,0.5331030799325862,True
POS_0052,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:10:00,3.9747361055594888,2025-04-27 00:13:00,2.010162348886194,3.0,100,39.235771112582576,1.5595183607064995,0.40505539596679535,True
POS_0053,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:11:00,4.9565330373347525,2025-04-27 00:14:00,3.9873623820683113,3.0,100,7.493632506265661,0.37142437086951374,0.5977462843969275,True
POS_0054,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:12:00,2.9842473736408968,2025-04-27 00:15:00,4.995741949445413,3.0,100,-85.3276987659737,-2.546389609411786,0.5348950336072699,False
POS_0055,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:13:00,2.013025142622041,2025-04-27 00:16:00,4.951897581330891,3.0,100,-169.21872784122291,-3.4064155374689813,0.4675430987601318,False
POS_0056,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:14:00,3.984844963090714,2025-04-27 00:17:00,5.016994934670916,3.0,100,-40.99392373520207,-1.6335443051354481,0.6013943335552461,False
POS_0057,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:15:00,5.042796869095065,2025-04-27 00:18:00,4.950225242363447,3.0,100,-11.342629195055405,-0.5719857499213168,0.6645573766529349,False
POS_0058,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:21:00,3.0007121490816453,2025-04-27 00:24:00,1.9891593566399723,3.0,100,22.372506042942067,0.6713345068845878,0.3402182855570851,True
POS_0059,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:22:00,3.965909567266159,2025-04-27 00:25:00,2.0121626891901094,3.0,100,39.06104917466459,1.549125886292562,0.4046209917834874,True
POS_0060,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:23:00,2.0715675808992104,2025-04-27 00:26:00,3.992574417296485,3.0,100,-112.53962303055,-2.3313343463670555,0.41032750996978073,False
POS_0061,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:26:00,4.003653791308024,2025-04-27 00:29:00,11.085219318987315,3.0,100,-200.8302698683535,-8.040548713678472,0.9589831859991805,False
POS_0062,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:27:00,6.993407899213644,2025-04-27 00:30:00,9.061380431685986,3.0,100,-44.32883512233185,-3.100096257074548,1.0321237246022064,False
POS_0063,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:28:00,10.036137724797294,2025-04-27 00:31:00,10.077242175153227,3.0,100,-13.0274082520866,-1.307448634151019,1.2663441837950862,False
POS_0064,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:29:00,10.912185914191241,2025-04-27 00:32:00,18.12758874220333,3.0,100,-81.87917097176108,-8.934807361437077,1.7194045334249888,False
POS_0065,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:30:00,9.010625262428796,2025-04-27 00:33:00,21.165478824776613,3.0,100,-154.226396511522,-13.896762645400806,1.7419090830529878,False
POS_0066,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:31:00,10.049831676728438,2025-04-27 00:34:00,35.18012150761103,3.0,100,-272.2367835366388,-27.359338507571756,2.2290486766891675,False
POS_0067,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:32:00,18.1459492955372,2025-04-27 00:35:00,48.6449868635623,3.0,100,-183.44301199714096,-33.28747594320742,2.7884383751823165,False
POS_0068,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:33:00,21.151472786744037,2025-04-27 00:36:00,45.82031374515992,3.0,100,-130.36466125424118,-27.574045848721877,2.905204890305992,False
POS_0070,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:34:00,34.93030808505426,2025-04-27 00:37:00,48.004761074174326,3.0,100,-46.98698715799437,-16.412699374172313,3.3382463850522424,False
POS_0069,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-27 00:33:00,21.049020438844227,2025-04-27 00:38:00,59.444777375474736,5.0,100,-195.9549753415479,-41.246602810574586,2.850845873944083,False
POS_0073,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-27 00:35:00,49.10764613937591,2025-04-27 00:38:00,59.28748454086644,3.0,100,-27.73275020692536,-13.618900836333946,3.439062434843418,False
POS_0071,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-27 00:34:00,35.100815182199675,2025-04-27 00:39:00,34.99764968925381,5.0,100,-8.785822024045528,-3.0838951508972157,3.187060643843078,False
POS_0072,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-27 00:35:00,48.7701468805009,2025-04-27 00:40:00,4.959500221450359,5.0,100,85.5682435662984,41.7317580703485,2.0788885887020503,True
POS_0075,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-27 00:38:00,59.034933624745825,2025-04-27 00:41:00,27.196960996929935,3.0,100,48.71539085651861,28.75909865718126,3.078873970634632,True
POS_0077,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:39:00,35.13777721077456,2025-04-27 00:42:00,2.9702457273326894,3.0,100,86.43235944747806,30.370409900670698,1.7971215827711713,True
POS_0074,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-27 00:38:00,58.45229724995108,2025-04-27 00:43:00,45.30449281876738,5.0,100,16.617391051701063,9.713246812727077,3.434557618456624,True
POS_0076,42400174,Demo: 50-90¢ Move>10% Hold 5min,2025-04-27 00:38:00,59.528223171125404,2025-04-27 00:43:00,45.104830751819925,5.0,100,18.484874293677695,11.003717222442448,3.419675196863031,True
POS_0079,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:40:00,5.04335708282372,2025-04-27 00:43:00,44.84536792194543,3.0,100,-830.1740521158994,-41.86864185715189,2.0666310180301766,False
POS_0078,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-27 00:39:00,34.9955342205636,2025-04-27 00:44:00,7.056452264385772,5.0,100,73.97395162717419,25.887579555990904,2.051502400186921,True
POS_0080,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:41:00,26.90659392344782,2025-04-27 00:44:00,6.965364132269331,3.0,100,67.3103758307177,18.11092949311778,1.8303002980607044,True
POS_0082,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:42:00,2.9709376702131887,2025-04-27 00:45:00,64.2189910707244,3.0,100,-2122.5054751318444,-63.05831471302939,1.8102613125181812,False
POS_0081,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-27 00:41:00,27.222622743976338,2025-04-27 00:46:00,6.051481238730929,5.0,100,71.21407271720759,19.3863383564264,1.7848031488190097,True
POS_0084,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-27 00:43:00,45.411744483571916,2025-04-27 00:46:00,5.96437501371728,3.0,100,82.18028561529248,37.31950131948623,2.1278681503684087,True
POS_0085,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:44:00,7.005293860852389,2025-04-27 00:47:00,0.9905810849496126,3.0,100,78.3698787491343,5.490040304770567,0.5246724711322108,True
POS_0083,42400174,Demo: 20-60¢ Move>7% Hold 5min,2025-04-27 00:43:00,44.99518648778091,2025-04-27 00:48:00,0.9955358677452798,5.0,100,93.78378861863862,42.198190584262704,1.8014600357729291,True
POS_0086,42400174,Demo: 40-80¢ Move>8% Hold 3min,2025-04-27 00:45:00,64.28754936638467,2025-04-27 00:48:00,1.0069098672954666,3.0,100,95.82533471816384,61.60375936244293,1.6768801366462678,True
POS_0089,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:46:00,5.950292557706813,2025-04-27 00:49:00,1.019883359445356,3.0,100,75.08889926405831,4.468009184573227,0.4624000136882297,True
POS_0087,42400174,Demo: 50-90¢ Move>10% Hold 5min,2025-04-27 00:45:00,63.72299496812178,2025-04-27 00:50:00,0.9912313079701585,5.0,100,95.79727018545326,61.04488965987441,1.6868740002772142,True
POS_0090,42400174,Demo: 1-40¢ Move>5% Hold 3min,2025-04-27 00:47:00,0.9981434625755762,2025-04-27 00:50:00,1.0062158761653557,3.0,100,-14.72448002509317,-0.14697143476871405,0.13889902117893455,False
POS_0088,42400174,Demo: 60-99¢ Move>12% Hold 7min,2025-04-27 00:45:00,64.00972725996223,2025-04-27 00:55:00,0.9551015099033633,10.0,100,95.88511081894706,61.375797918120554,1.6788278319383114,True
POS_0001,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 06:26:00,17.725547238165145,2025-04-23 06:51:00,16.20824653830898,25.0,100,-2.5625909421949316,-0.45423326797970387,1.9715339678358685,False
POS_0002,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 06:51:00,16.777050521835392,2025-04-23 07:00:00,16.285713085670277,9.0,100,-8.585360710697884,-1.4403703039155902,1.9317077400807046,False
POS_0003,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 12:01:00,16.200941112115625,2025-04-23 12:05:00,18.100521406058256,4.0,100,-23.99621778542805,-3.8876131125522146,1.988032818609584,False
POS_0004,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 12:05:00,18.132104025851255,2025-04-23 12:10:00,18.24165202349288,5.0,100,-12.09257994827453,-2.192639175630368,2.083091177988744,False
POS_0005,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 12:40:00,16.295463213217456,2025-04-23 13:00:00,17.336914506122493,20.0,100,-18.406596890586112,-2.9994402251106878,1.9579889322056503,False
POS_0006,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 14:16:00,16.101354387192995,2025-04-23 14:29:00,15.729474863054982,13.0,100,-9.32598272462784,-1.5016095285807256,1.8734890527187384,False
POS_0007,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 21:22:00,14.93800336907209,2025-04-23 21:25:00,15.910605709057453,3.0,100,-18.73477320382893,-2.7986010523759806,1.8259987123906176,False
POS_0008,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 21:24:00,15.662937748305461,2025-04-23 21:27:00,16.525552646747236,3.0,100,-17.575975936965598,-2.752914169664069,1.8902992712222941,False
POS_0009,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 22:26:00,15.617056566855698,2025-04-23 22:41:00,15.990941077303852,15.0,100,-14.322305098396251,-2.2367224888942,1.8628379784460467,False
POS_0010,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 22:41:00,16.12275817037763,2025-04-23 22:49:00,15.93834024955104,8.0,100,-10.544580126744787,-1.700077153916761,1.8844950747433509,False
POS_0011,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 22:50:00,15.16123800751862,2025-04-23 22:53:00,15.946193967786398,3.0,100,-17.30449208206378,-2.6235752305539037,1.8386192702861253,False
POS_0012,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 22:52:00,16.133893593850743,2025-04-23 22:56:00,15.96795997269369,4.0,100,-10.663894185007734,-1.7205013407699847,1.8864349619270384,False
POS_0013,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:25:00,18.120125608489378,2025-04-23 23:28:00,16.431077009550282,3.0,100,-1.7147348776945996,-0.3107121136908382,1.9997607126299335,False
POS_0014,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:28:00,17.643999483481846,2025-04-23 23:31:00,17.026384388955893,3.0,100,-7.86933733279151,-1.3884658383511779,2.00608093287713,False
POS_0015,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:33:00,17.98724102464646,2025-04-23 23:37:00,18.071743311835903,4.0,100,-11.972603611565887,-2.1535410685378826,2.0690387813484383,False
POS_0016,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:38:00,16.343102004920933,2025-04-23 23:42:00,16.834391834300263,4.0,100,-14.858677289610162,-2.4283687860230097,1.93707895664368,False
POS_0017,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:43:00,19.100079680224926,2025-04-23 23:46:00,25.984322762070594,3.0,100,-48.754522271504015,-9.312152601570274,2.427909519724606,False
POS_0018,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:44:00,21.54966979362522,2025-04-23 23:47:00,25.234067707409586,3.0,100,-28.717177985687602,-6.188457029963312,2.5040591161789463,False
POS_0019,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:44:00,21.396983031525032,2025-04-23 23:49:00,23.88696078504644,5.0,100,-23.087186490379356,-4.93996137580301,2.449983622281602,False
POS_0020,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:46:00,26.005536388813564,2025-04-23 23:49:00,24.212583980296863,3.0,100,-3.2244672929366986,-0.8385400152100448,2.631492423726746,False
POS_0021,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:46:00,26.19702806461754,2025-04-23 23:51:00,34.21303786408961,5.0,100,-41.77933092245883,-10.944943046965975,2.928933247493909,False
POS_0022,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:48:00,27.765663443967494,2025-04-23 23:51:00,33.95610557476507,3.0,100,-33.00551978525883,-9.164201541507069,2.9737594107094942,False
POS_0024,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:49:00,23.888746246064215,2025-04-23 23:52:00,23.002393001854607,3.0,100,-6.807301185587327,-1.6261789064302774,2.512532150639886,False
POS_0023,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:48:00,28.265527402809987,2025-04-23 23:53:00,27.189807348330508,5.0,100,-6.118390749820571,-1.7293954140015249,2.805115468481004,False
POS_0025,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:49:00,23.967257228912228,2025-04-23 23:54:00,25.834284375090213,5.0,100,-18.708220335175778,-4.483847290683244,2.616820144505258,False
POS_0026,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:51:00,34.2948644098606,2025-04-23 23:54:00,25.841812476354754,3.0,100,16.137227962759372,5.534240449338437,2.91881148416741,True
POS_0028,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:52:00,22.961187860560113,2025-04-23 23:55:00,31.93828761038448,3.0,100,-51.116579201613135,-11.73697377837439,2.759874028550021,False
POS_0027,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:51:00,34.12400155827476,2025-04-23 23:56:00,25.209808705292463,5.0,100,17.643925728831192,6.020813490647198,2.893379362335102,True
POS_0030,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:53:00,27.18457558452685,2025-04-23 23:56:00,25.13222553954347,3.0,100,-2.392478390851905,-0.6503850965046079,2.702735141487989,False
POS_0029,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:52:00,22.811211533708903,2025-04-23 23:57:00,22.836910181400466,5.0,100,-10.923374575167974,-2.4917540809609426,2.46605543326938,False
POS_0031,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:53:00,26.989526902857186,2025-04-23 23:58:00,21.09948438376352,5.0,100,12.394984557015635,3.345347691620728,2.544694827472937,True
POS_0032,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:55:00,32.133420491070005,2025-04-23 23:58:00,20.844994751380636,3.0,100,26.78484239845681,8.606886035766527,2.6815397039228426,True
POS_0034,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:56:00,24.75104384721016,2025-04-23 23:59:00,21.9587560551459,3.0,100,1.167476402184356,0.2889625962104816,2.503325195853776,True
POS_0033,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:55:00,32.19097703119862,2025-04-24 00:00:00,21.031497035337235,5.0,100,26.308349733639407,8.468914820043265,2.690565175818121,True
POS_0036,42400102,Demo: 1-40¢ Move>5% Hold 3min,2025-04-23 23:57:00,22.847865186958177,2025-04-24 00:00:00,21.96025485079019,3.0,100,-6.766337415443536,-1.5459636507752492,2.4335739869432373,False
POS_0035,42400102,Demo: 20-60¢ Move>7% Hold 5min,2025-04-23 23:56:00,25.08872481472818,2025-04-24 00:01:00,22.067315231466633,5.0,100,2.000795751010363,0.501974140075764,2.5194354431857837,True
